TARA_MED_MAG_00091,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_ANE_MAG_00059,1,
TARA_ANW_MAG_00043,28890,Archaea;Euryarchaeota
TARA_ANE_MAG_00009,82115,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae
TARA_ASE_MAG_00007,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ANE_MAG_00042,28890,Archaea;Euryarchaeota
TARA_PSW_MAG_00022,1224,Bacteria;Proteobacteria
TARA_ASE_MAG_00019,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ION_MAG_00023,135619,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales
TARA_PSE_MAG_00084,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_PSE_MAG_00116,135620,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
TARA_IOS_MAG_00033,1,
TARA_ANE_MAG_00069,766,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales
TARA_PSW_MAG_00100,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_PSW_MAG_00135,2759,Eukaryota
TARA_PSE_MAG_00002,153232,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Oceanicaulis
TARA_RED_MAG_00072,28890,Archaea;Euryarchaeota
TARA_PSE_MAG_00142,72274,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales
TARA_ANE_MAG_00005,2,Bacteria
TARA_MED_MAG_00124,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_ASW_MAG_00014,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_PSW_MAG_00040,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_ANE_MAG_00050,356,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
TARA_PSE_MAG_00132,53246,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
TARA_MED_MAG_00053,28890,Archaea;Euryarchaeota
TARA_ANE_MAG_00028,1,
TARA_ASW_MAG_00046,38832,Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas
TARA_PSW_MAG_00077,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_PON_MAG_00087,2,Bacteria
TARA_ASW_MAG_00041,2759,Eukaryota
TARA_IOS_MAG_00076,2759,Eukaryota
TARA_PSW_MAG_00018,126,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
TARA_ANE_MAG_00014,1224,Bacteria;Proteobacteria
TARA_IOS_MAG_00049,126,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
