Genome ID,Domain,Phylum,Class,Order,Family,Genus,Species
TOBG_ARS-1016,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_ARS-1018,Archaea,null,null,null,null,null,null
TOBG_RS-535,Bacteria,Chloroflexi,novelClass_F,null,null,null,null
TOBG_SAT-2766,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,null,null
TOBG_SAT-169,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_ARS-1386,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_RS-404,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,novelFamily_A,null,null
TOBG_SAT-165,Archaea,Euryarcheoata,null,null,novelFamily_F,null,null
TOBG_SAT-164,Archaea,Euryarcheoata,null,null,novelFamily_F,null,null
TOBG_SAT-162,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_SAT-161,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null
TOBG_NP-72,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_NP-71,Bacteria,Acidobacteria,null,null,novelFamily_A,null,null
TOBG_NP-77,Archaea,Bathyarchaeota,null,null,null,null,null
TOBG_NP-76,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_NP-75,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,null,null
TOBG_NP-4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,null
TOBG_NP-79,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_NP-78,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null
TOBG_NP-7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,null
TOBG_SP-151,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_NP-964,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-157,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,null,null,null
TOBG_SP-170,Archaea,Euryarcheoata,null,null,novelFamily_C,null,null
TOBG_SP-171,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-172,Archaea,Euryarcheoata,null,null,null,null,null
TOBG_SP-173,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-176,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_D,null
TOBG_SP-179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,halotolerans
TOBG_ARS-1126,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_SP-3109,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_SP-3105,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-3107,Archaea,Euryarcheoata,null,null,novelFamily_I,null,null
TOBG_SP-3100,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_SP-3103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-3102,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_SP-2986,Bacteria,Proteobacteria,Nitrospinae,null,null,null,null
TOBG_RS-469,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null
TOBG_SP-2982,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null
TOBG_SP-2983,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-2981,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_RS-462,Archaea,Euryarcheoata,null,null,novelFamily_H,null,null
TOBG_RS-466,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_RS-467,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_RS-464,Bacteria,Acidobacteria,null,null,novelFamily_B,null,null
TOBG_EAC-1972,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_SP-4379,Bacteria,null,null,null,null,null,null
TOBG_RS-407,Archaea,Euryarcheoata,null,null,novelFamily_F,null,null
TOBG_SP-4374,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_SP-2968,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_SAT-184,Bacteria,Cyanobacteria,Chroococcales,null,null,CaAtelocyanobacterium,null
TOBG_IN-1219,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_IN-1213,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_E,null
TOBG_IN-1214,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,null
TOBG_ARS-65,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,novelGenus_B,null
TOBG_ARS-67,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_ARS-66,Bacteria,Proteobacteria,Deltaproteobacteria,null,null,null,null
TOBG_ARS-61,Bacteria,Poribacteria,null,null,null,null,null
TOBG_ARS-60,Archaea,Euryarcheoata,null,null,novelFamily_C,null,null
TOBG_ARS-63,Bacteria,Planctomycetes,OM190,null,null,null,null
TOBG_ARS-62,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,null
TOBG_ARS-69,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_ARS-68,Bacteria,Planctomycetes,OM190,null,null,null,null
TOBG_MED-837,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_MED-836,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_MED-835,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null
TOBG_MED-833,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_MED-831,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null
TOBG_MED-830,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,null,null
TOBG_CPC-1337,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_B,null
TOBG_ARS-1414,Archaea,null,null,null,null,null,null
TOBG_NAT-290,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,null,null
TOBG_NAT-291,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,null
TOBG_NAT-292,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,null
TOBG_SAT-43,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,null,null
TOBG_SAT-41,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_SAT-40,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,spongiibacter,null
TOBG_SAT-47,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null
TOBG_SAT-2971,Archaea,Euryarcheoata,null,null,novelFamily_B,null,null
TOBG_SAT-45,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null
TOBG_SAT-49,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_B,novelSpecies_A
TOBG_NP-1297,Bacteria,Chloroflexi,novelClass_E,novelOrder_C,null,null,null
TOBG_NP-1295,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_RS-405,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null
TOBG_RS-406,Archaea,Euryarcheoata,null,null,novelFamily_C,null,null
TOBG_ARS-109,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_ARS-108,Archaea,null,null,null,null,null,null
TOBG_NP-1051,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_NP-1052,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null
TOBG_ARS-101,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_ARS-103,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_ARS-102,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_RS-402,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_RS-403,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_MED-124,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_C,null
TOBG_MED-653,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,null
TOBG_MED-652,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null
TOBG_MED-651,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_MED-657,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null
TOBG_MED-656,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,null,null,null
TOBG_MED-655,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_MED-654,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,null
TOBG_MED-659,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_MED-658,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null
TOBG_SAT-116,Archaea,Euryarcheoata,null,null,novelFamily_G,null,null
TOBG_SP-4356,Bacteria,Chloroflexi,novelClass_F,null,null,null,null
TOBG_SP-14,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,null,null
TOBG_SP-15,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,0319-6G20,null,null
TOBG_SP-16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,null
TOBG_SP-17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,null,null
TOBG_SP-10,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,novelGenus_A,null
TOBG_SP-11,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,lutaonensis
TOBG_SP-12,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Pedosphaera,novelGenus_A,null
TOBG_SP-13,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,null,null
TOBG_SP-18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-19,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_CPC-307,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_CPC-305,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,null,null
TOBG_CPC-302,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,null
TOBG_CPC-301,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_CPC-300,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_NAT-117,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,null,null
TOBG_NAT-116,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,null
TOBG_NAT-115,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null
TOBG_NAT-113,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,null
TOBG_NAT-112,Bacteria,Planctomycetes,Phycisphaerae,JL-ENTP-F27,null,null,null
TOBG_NAT-111,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,null
TOBG_NAT-110,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,lutaonensis
TOBG_NP-1472,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null
TOBG_SP-327,Bacteria,Chloroflexi,novelClass_F,null,null,null,null
TOBG_NAT-118,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_NP-1277,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_NP-1271,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-2970,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,Gemmatimonadales,null,null,null
TOBG_SAT-2781,Archaea,Euryarcheoata,null,null,novelFamily_C,null,null
TOBG_SAT-2787,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_SAT-2788,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,null,null
TOBG_EAC-122,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_EAC-123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_EAC-120,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_EAC-121,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,null,null,null
TOBG_SP-242,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_MED-1261,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_MED-1269,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null
TOBG_SP-328,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-243,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_CPC-2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,null,null
TOBG_CPC-3,Bacteria,Planctomycetes,OM190,null,null,null,null
TOBG_CPC-1,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_CPC-6,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,null
TOBG_ARS-1007,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null
TOBG_ARS-1004,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_E,null
TOBG_ARS-1008,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,novelGenus_A,null
TOBG_ARS-1009,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_NP-995,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,null,null
TOBG_ARS-1394,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_NP-996,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_EAC-630,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_EAC-636,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_EAC-635,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,Gemmatimonadales,null,null,null
TOBG_SP-4097,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,Halobacteriovorax,null
TOBG_SAT-54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,null
TOBG_NP-973,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,null,null,null
TOBG_NP-972,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_NP-970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE5,null
TOBG_NP-977,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NP-975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-145,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_SP-144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,null
TOBG_SP-147,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_SP-141,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_E,null
TOBG_SP-140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,null
TOBG_SP-143,Archaea,Euryarcheoata,null,null,novelFamily_B,null,null
TOBG_RS-417,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,null,null
TOBG_ARS-1134,Archaea,Euryarcheoata,null,null,novelFamily_G,null,null
TOBG_SP-149,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,null
TOBG_SP-148,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_MED-1076,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_B,null
TOBG_SAT-55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,null
TOBG_MED-1079,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_NAT-28,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,null,null
TOBG_NAT-29,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_RS-416,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_RS-419,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NAT-22,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,novelGenus_A,null
TOBG_NAT-23,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,null,null
TOBG_NAT-20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,null,null
TOBG_NAT-21,Bacteria,Proteobacteria,Alphaproteobacteria,Parvulalarculales,Parvularculaceae,Parvularcula,null
TOBG_NAT-26,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,null,null
TOBG_NAT-27,Bacteria,Actinobacteria,novelClass_A,null,null,null,null
TOBG_NAT-24,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null
TOBG_NAT-25,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_E,null,null
TOBG_SAT-1415,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_SAT-1416,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_SP-4225,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_RS-415,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,null,null,null
TOBG_MED-932,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_SP-2979,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_SP-2978,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,Woeseia,null
TOBG_SP-2977,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,null,null
TOBG_SP-2976,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_E,null,null
TOBG_SP-2975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null
TOBG_SP-2974,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-2972,Bacteria,Chloroflexi,SAR202-2,novelOrder_A,null,null,null
TOBG_SP-2971,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,null
TOBG_MED-939,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_SP-3006,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null
TOBG_SP-105,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_B,null
TOBG_IN-1222,Archaea,Euryarcheoata,null,null,novelFamily_E,null,null
TOBG_SP-3001,Bacteria,Planctomycetes,Pla3,null,null,null,null
TOBG_SP-3003,Bacteria,Acidobacteria,null,null,novelFamily_A,null,null
TOBG_NAT-302,Archaea,Euryarcheoata,null,null,novelFamily_G,null,null
TOBG_SAT-1302,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_C,null
TOBG_SP-3009,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SAT-91,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_ARS-79,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,novelFamily_A,null,null
TOBG_SAT-92,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,null
TOBG_ARS-72,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-73,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_ARS-70,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_ARS-71,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Micavibrio,null
TOBG_ARS-76,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null
TOBG_ARS-77,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_ARS-74,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_ARS-75,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Pedosphaera,OPB35soil,null
TOBG_MED-802,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marinegroup,null
TOBG_MED-800,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE5,null
TOBG_MED-801,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null
TOBG_MED-806,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-804,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_MED-805,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_E,null
TOBG_MED-808,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-809,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,null,null
TOBG_SAT-99,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SP-115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,null
TOBG_NAT-284,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_NAT-282,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cytophagaceae,Leeuwenhoekiella,null
TOBG_NAT-288,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_SP-123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_NAT-441,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_SP-285,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-59,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,hydrocarbonoclasticus
TOBG_EAC-118,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-792,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null
TOBG_MED-793,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_MED-790,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_MED-791,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_MED-796,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_MED-795,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_D,null,null,null
TOBG_SAT-58,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null
TOBG_SAT-59,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_B,novelSpecies_B
TOBG_MED-798,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_NAT-37,Archaea,Euryarcheoata,null,null,novelFamily_C,null,null
TOBG_NP-1282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_NP-1285,Bacteria,Acidobacteria,null,null,novelFamily_A,null,null
TOBG_NP-1046,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,null,null
TOBG_NP-1044,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_NP-1048,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-669,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_MED-666,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_B,null,null
TOBG_MED-667,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_MED-665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,null
TOBG_MED-662,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_MED-660,Bacteria,Proteobacteria,Deltaproteobacteria,null,null,null,null
TOBG_MED-661,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,null
